SegmentIndex;               Timestamp;    GroupIdx;     EchoIdx;    PointIdx;           X;           Y;           Z;       Range;     Azimuth;   Elevation;   Intensity
           0;       1706395793.928145;           0;           0;           0;      -0.734;       0.134;      -0.308;       0.807;  2.96161437; -0.39097458;   43775.000
           0;       1706395793.928145;           0;           0;           1;      -0.734;       0.120;      -0.307;       0.805;  2.97906756; -0.39097458;   43775.000
           0;       1706395793.928145;           0;           0;           2;      -0.727;       0.106;      -0.303;       0.795;  2.99652100; -0.39097458;   43263.000
           0;       1706395793.928145;           0;           0;           3;      -0.737;       0.095;      -0.306;       0.804;  3.01397419; -0.39097458;   43647.000
           0;       1706395793.928145;           0;           0;           4;      -0.736;       0.081;      -0.305;       0.801;  3.03142762; -0.39097458;   43391.000
           0;       1706395793.928145;           0;           0;           5;      -0.740;       0.069;      -0.306;       0.804;  3.04888082; -0.39097458;   43263.000
           0;       1706395793.928145;           0;           0;           6;      -0.738;       0.056;      -0.305;       0.800;  3.06633401; -0.39097458;   42495.000
           0;       1706395793.928145;           0;           0;           7;      -0.749;       0.043;      -0.309;       0.812;  3.08378744; -0.39097458;   43775.000
           0;       1706395793.928145;           0;           0;           8;      -0.746;       0.030;      -0.308;       0.808;  3.10124063; -0.39097458;   42879.000
           0;       1706395793.928145;           0;           0;           9;      -0.712;       0.016;      -0.293;       0.770;  3.11869407; -0.39097458;   35583.000
           0;       1706395793.928145;           0;           0;          10;      -0.655;       0.004;      -0.270;       0.709;  3.13614726; -0.39097458;   36479.000
           0;       1706395793.928145;           0;           0;          11;      -0.658;      -0.008;      -0.271;       0.712;  3.15360069; -0.39097458;   37631.000
           0;       1706395793.928145;           0;           0;          12;      -0.658;      -0.019;      -0.271;       0.712;  3.17105389; -0.39097458;   37631.000
           0;       1706395793.928145;           0;           0;          13;      -0.679;      -0.032;      -0.280;       0.735;  3.18850708; -0.39097458;   38527.000
           0;       1706395793.928145;           0;           0;          14;      -0.691;      -0.045;      -0.285;       0.749;  3.20596051; -0.39097458;   39807.000
           0;       1706395793.928145;           0;           0;          15;      -0.714;      -0.059;      -0.295;       0.775;  3.22341371; -0.39097458;   37375.000
           0;       1706395793.928145;           0;           0;          16;      -1.818;      -0.181;      -0.753;       1.976;  3.24086714; -0.39097458;   40063.000
           0;       1706395793.928145;           0;           0;          17;      -1.814;      -0.213;      -0.753;       1.975;  3.25832033; -0.39097458;   42367.000
           0;       1706395793.928145;           0;           0;          18;      -1.810;      -0.244;      -0.753;       1.975;  3.27577353; -0.39097458;   42623.000
           0;       1706395793.928145;           0;           0;          19;      -1.805;      -0.276;      -0.753;       1.975;  3.29322696; -0.39097458;   42751.000
           0;       1706395793.928145;           0;           0;          20;      -1.796;      -0.307;      -0.751;       1.971;  3.31068015; -0.39097458;   42239.000
           0;       1706395793.928145;           0;           0;          21;      -1.797;      -0.339;      -0.754;       1.978;  3.32813358; -0.39097458;   42879.000
           0;       1706395793.928145;           0;           0;          22;      -1.782;      -0.369;      -0.750;       1.968;  3.34558678; -0.39097458;   42239.000
           0;       1706395793.928145;           0;           0;          23;      -1.778;      -0.400;      -0.751;       1.971;  3.36304021; -0.39097458;   40575.000
           0;       1706395793.928145;           0;           0;          24;      -1.765;      -0.430;      -0.749;       1.965;  3.38049340; -0.39097458;   41855.000
           0;       1706395793.928145;           0;           0;          25;      -1.766;      -0.463;      -0.753;       1.975;  3.39794660; -0.39097458;   42879.000
           0;       1706395793.928145;           0;           0;          26;      -1.757;      -0.493;      -0.752;       1.974;  3.41540003; -0.39097458;   42751.000
           0;       1706395793.928145;           0;           0;          27;      -1.746;      -0.524;      -0.752;       1.972;  3.43285322; -0.39097458;   42495.000
           0;       1706395793.928145;           0;           0;          28;      -1.731;      -0.552;      -0.749;       1.965;  3.45030665; -0.39097458;   42239.000
           0;       1706395793.928145;           0;           0;          29;      -1.723;      -0.583;      -0.750;       1.967;  3.46775985; -0.39097458;   41855.000
           0;       1706395793.928145;           0;           1;           0;       0.000;       0.000;       0.000;       0.000;  2.96161437; -0.39097458;       0.000
           0;       1706395793.928145;           0;           1;           1;       0.000;       0.000;       0.000;       0.000;  2.97906756; -0.39097458;       0.000
           0;       1706395793.928145;           0;           1;           2;       0.000;       0.000;       0.000;       0.000;  2.99652100; -0.39097458;       0.000
           0;       1706395793.928145;           0;           1;           3;       0.000;       0.000;       0.000;       0.000;  3.01397419; -0.39097458;       0.000
           0;       1706395793.928145;           0;           1;           4;       0.000;       0.000;       0.000;       0.000;  3.03142762; -0.39097458;       0.000
           0;       1706395793.928145;           0;           1;           5;       0.000;       0.000;       0.000;       0.000;  3.04888082; -0.39097458;       0.000
           0;       1706395793.928145;           0;           1;           6;       0.000;       0.000;       0.000;       0.000;  3.06633401; -0.39097458;       0.000
