SegmentIndex;               Timestamp;    GroupIdx;     EchoIdx;    PointIdx;           X;           Y;           Z;       Range;     Azimuth;   Elevation;   Intensity
           3;       1706395793.966317;           0;           0;           0;      -0.055;      -0.300;      -0.126;       0.330; -1.75077486; -0.39097458;   44799.000
           3;       1706395793.966317;           0;           0;           1;      -0.049;      -0.300;      -0.125;       0.329; -1.73332155; -0.39097458;   44671.000
           3;       1706395793.966317;           0;           0;           2;      -0.044;      -0.300;      -0.125;       0.328; -1.71586823; -0.39097458;   44287.000
           3;       1706395793.966317;           0;           0;           3;      -0.040;      -0.309;      -0.128;       0.337; -1.69841504; -0.39097458;   44799.000
           3;       1706395793.966317;           0;           0;           4;      -0.033;      -0.302;      -0.125;       0.329; -1.68096173; -0.39097458;   43903.000
           3;       1706395793.966317;           0;           0;           5;      -0.028;      -0.304;      -0.126;       0.330; -1.66350842; -0.39097458;   44031.000
           3;       1706395793.966317;           0;           0;           6;      -0.024;      -0.313;      -0.130;       0.340; -1.64605510; -0.39097458;   44671.000
           3;       1706395793.966317;           0;           0;           7;      -0.018;      -0.313;      -0.129;       0.339; -1.62860179; -0.39097458;   44415.000
           3;       1706395793.966317;           0;           0;           8;      -0.013;      -0.311;      -0.128;       0.337; -1.61114848; -0.39097458;   44031.000
           3;       1706395793.966317;           0;           0;           9;      -0.009;      -0.373;      -0.154;       0.404; -1.59369528; -0.39097458;   55295.000
           3;       1706395793.966317;           0;           0;          10;      -0.002;      -0.416;      -0.171;       0.450; -1.57624197; -0.39097458;   59519.000
           3;       1706395793.966317;           0;           0;          11;       0.006;      -0.475;      -0.196;       0.514; -1.55878866; -0.39097458;   46591.000
           3;       1706395793.966317;           0;           0;          12;       0.014;      -0.476;      -0.196;       0.515; -1.54133534; -0.39097458;   47103.000
           3;       1706395793.966317;           0;           0;          13;       0.022;      -0.477;      -0.197;       0.516; -1.52388203; -0.39097458;   46719.000
           3;       1706395793.966317;           0;           0;          14;       0.031;      -0.475;      -0.196;       0.515; -1.50642872; -0.39097458;   46719.000
           3;       1706395793.966317;           0;           0;          15;       0.039;      -0.471;      -0.195;       0.511; -1.48897552; -0.39097458;   46079.000
           3;       1706395793.966317;           0;           0;          16;       0.045;      -0.456;      -0.189;       0.496; -1.47152221; -0.39097458;   44927.000
           3;       1706395793.966317;           0;           0;          17;       0.053;      -0.454;      -0.188;       0.494; -1.45406890; -0.39097458;   43903.000
           3;       1706395793.966317;           0;           0;          18;       0.062;      -0.463;      -0.192;       0.505; -1.43661559; -0.39097458;   41343.000
           3;       1706395793.966317;           0;           0;          19;       0.000;       0.000;       0.000;       0.000; -1.41916227; -0.39097458;       0.000
           3;       1706395793.966317;           0;           0;          20;       0.000;       0.000;       0.000;       0.000; -1.40170896; -0.39097458;       0.000
           3;       1706395793.966317;           0;           0;          21;       0.000;       0.000;       0.000;       0.000; -1.38425577; -0.39097458;       0.000
           3;       1706395793.966317;           0;           0;          22;       0.000;       0.000;       0.000;       0.000; -1.36680245; -0.39097458;       0.000
           3;       1706395793.966317;           0;           0;          23;       0.407;      -1.806;      -0.763;       2.002; -1.34934914; -0.39097458;   42367.000
           3;       1706395793.966317;           0;           0;          24;       0.439;      -1.803;      -0.765;       2.007; -1.33189583; -0.39097458;   41343.000
           3;       1706395793.966317;           0;           0;          25;       0.470;      -1.795;      -0.765;       2.007; -1.31444252; -0.39097458;   41343.000
           3;       1706395793.966317;           0;           0;          26;       0.501;      -1.786;      -0.764;       2.006; -1.29698920; -0.39097458;   40703.000
           3;       1706395793.966317;           0;           0;          27;       0.534;      -1.781;      -0.766;       2.011; -1.27953601; -0.39097458;   34815.000
           3;       1706395793.966317;           0;           0;          28;       0.552;      -1.730;      -0.748;       1.964; -1.26208270; -0.39097458;   21247.000
           3;       1706395793.966317;           0;           0;          29;       0.574;      -1.696;      -0.738;       1.936; -1.24462938; -0.39097458;   21887.000
           3;       1706395793.966317;           0;           1;           0;       0.000;       0.000;       0.000;       0.000; -1.75077486; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;           1;       0.000;       0.000;       0.000;       0.000; -1.73332155; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;           2;       0.000;       0.000;       0.000;       0.000; -1.71586823; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;           3;       0.000;       0.000;       0.000;       0.000; -1.69841504; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;           4;       0.000;       0.000;       0.000;       0.000; -1.68096173; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;           5;       0.000;       0.000;       0.000;       0.000; -1.66350842; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;           6;       0.000;       0.000;       0.000;       0.000; -1.64605510; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;           7;       0.000;       0.000;       0.000;       0.000; -1.62860179; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;           8;       0.000;       0.000;       0.000;       0.000; -1.61114848; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;           9;       0.000;       0.000;       0.000;       0.000; -1.59369528; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          10;       0.000;       0.000;       0.000;       0.000; -1.57624197; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          11;       0.000;       0.000;       0.000;       0.000; -1.55878866; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          12;       0.000;       0.000;       0.000;       0.000; -1.54133534; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          13;       0.000;       0.000;       0.000;       0.000; -1.52388203; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          14;       0.000;       0.000;       0.000;       0.000; -1.50642872; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          15;       0.000;       0.000;       0.000;       0.000; -1.48897552; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          16;       0.000;       0.000;       0.000;       0.000; -1.47152221; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          17;       0.000;       0.000;       0.000;       0.000; -1.45406890; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          18;       0.000;       0.000;       0.000;       0.000; -1.43661559; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          19;       0.000;       0.000;       0.000;       0.000; -1.41916227; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          20;       0.000;       0.000;       0.000;       0.000; -1.40170896; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          21;       0.000;       0.000;       0.000;       0.000; -1.38425577; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          22;       0.000;       0.000;       0.000;       0.000; -1.36680245; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          23;       0.000;       0.000;       0.000;       0.000; -1.34934914; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          24;       0.000;       0.000;       0.000;       0.000; -1.33189583; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          25;       0.000;       0.000;       0.000;       0.000; -1.31444252; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          26;       0.000;       0.000;       0.000;       0.000; -1.29698920; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          27;       0.000;       0.000;       0.000;       0.000; -1.27953601; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          28;       0.000;       0.000;       0.000;       0.000; -1.26208270; -0.39097458;       0.000
           3;       1706395793.966317;           0;           1;          29;       0.000;       0.000;       0.000;       0.000; -1.24462938; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;           0;       0.000;       0.000;       0.000;       0.000; -1.75077486; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;           1;       0.000;       0.000;       0.000;       0.000; -1.73332155; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;           2;       0.000;       0.000;       0.000;       0.000; -1.71586823; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;           3;       0.000;       0.000;       0.000;       0.000; -1.69841504; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;           4;       0.000;       0.000;       0.000;       0.000; -1.68096173; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;           5;       0.000;       0.000;       0.000;       0.000; -1.66350842; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;           6;       0.000;       0.000;       0.000;       0.000; -1.64605510; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;           7;       0.000;       0.000;       0.000;       0.000; -1.62860179; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;           8;       0.000;       0.000;       0.000;       0.000; -1.61114848; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;           9;       0.000;       0.000;       0.000;       0.000; -1.59369528; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;          10;       0.000;       0.000;       0.000;       0.000; -1.57624197; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;          11;       0.000;       0.000;       0.000;       0.000; -1.55878866; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;          12;       0.000;       0.000;       0.000;       0.000; -1.54133534; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;          13;       0.000;       0.000;       0.000;       0.000; -1.52388203; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;          14;       0.000;       0.000;       0.000;       0.000; -1.50642872; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;          15;       0.000;       0.000;       0.000;       0.000; -1.48897552; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;          16;       0.000;       0.000;       0.000;       0.000; -1.47152221; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;          17;       0.000;       0.000;       0.000;       0.000; -1.45406890; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;          18;       0.000;       0.000;       0.000;       0.000; -1.43661559; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;          19;       0.000;       0.000;       0.000;       0.000; -1.41916227; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;          20;       0.000;       0.000;       0.000;       0.000; -1.40170896; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;          21;       0.000;       0.000;       0.000;       0.000; -1.38425577; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;          22;       0.000;       0.000;       0.000;       0.000; -1.36680245; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;          23;       0.000;       0.000;       0.000;       0.000; -1.34934914; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;          24;       0.000;       0.000;       0.000;       0.000; -1.33189583; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;          25;       0.000;       0.000;       0.000;       0.000; -1.31444252; -0.39097458;       0.000
           3;       1706395793.966317;           0;           2;          26;       0.000;       0.000;       0.000;       0.000; -1.29698920; -0.39097458;       0.000
