SegmentIndex;               Timestamp;    GroupIdx;     EchoIdx;    PointIdx;           X;           Y;           Z;       Range;     Azimuth;   Elevation;   Intensity
          10;       1706395793.421715;           0;           0;           0;      -0.855;       2.390;      -1.046;       2.746;  1.91441667; -0.39097458;   42495.000
          10;       1706395793.421715;           0;           0;           1;      -0.894;       2.367;      -1.043;       2.737;  1.93186998; -0.39097458;   42367.000
          10;       1706395793.421715;           0;           0;           2;      -0.938;       2.358;      -1.046;       2.745;  1.94932330; -0.39097458;   43007.000
          10;       1706395793.421715;           0;           0;           3;      -0.977;       2.337;      -1.044;       2.740;  1.96677649; -0.39097458;   42367.000
          10;       1706395793.421715;           0;           0;           4;      -1.016;       2.316;      -1.043;       2.736;  1.98422980; -0.39097458;   42879.000
          10;       1706395793.421715;           0;           0;           5;      -1.055;       2.295;      -1.041;       2.732;  2.00168324; -0.39097458;   42751.000
          10;       1706395793.421715;           0;           0;           6;      -1.094;       2.274;      -1.040;       2.729;  2.01913643; -0.39097458;   42623.000
          10;       1706395793.421715;           0;           0;           7;      -1.131;       2.249;      -1.038;       2.723;  2.03658962; -0.39097458;   41727.000
          10;       1706395793.421715;           0;           0;           8;      -1.032;       1.967;      -0.916;       2.403;  2.05404305; -0.39097458;   44287.000
          10;       1706395793.421715;           0;           0;           9;      -1.063;       1.943;      -0.913;       2.396;  2.07149625; -0.39097458;   43007.000
          10;       1706395793.421715;           0;           0;          10;      -1.096;       1.923;      -0.912;       2.394;  2.08894968; -0.39097458;   43007.000
          10;       1706395793.421715;           0;           0;          11;      -1.132;       1.907;      -0.914;       2.399;  2.10640287; -0.39097458;   43775.000
          10;       1706395793.421715;           0;           0;          12;      -0.999;       1.617;      -0.784;       2.056;  2.12385607; -0.39097458;   41855.000
          10;       1706395793.421715;           0;           0;          13;      -1.029;       1.604;      -0.785;       2.061;  2.14130950; -0.39097458;   43007.000
          10;       1706395793.421715;           0;           0;          14;      -1.060;       1.591;      -0.788;       2.068;  2.15876269; -0.39097458;   43647.000
          10;       1706395793.421715;           0;           0;          15;      -1.087;       1.571;      -0.787;       2.066;  2.17621613; -0.39097458;   43519.000
          10;       1706395793.421715;           0;           0;          16;      -1.111;       1.547;      -0.785;       2.060;  2.19366932; -0.39097458;   43135.000
          10;       1706395793.421715;           0;           0;          17;      -1.141;       1.531;      -0.787;       2.065;  2.21112275; -0.39097458;   44031.000
          10;       1706395793.421715;           0;           0;          18;      -1.166;       1.509;      -0.786;       2.063;  2.22857594; -0.39097458;   43775.000
          10;       1706395793.421715;           0;           0;          19;      -1.187;       1.482;      -0.783;       2.054;  2.24602914; -0.39097458;   43135.000
          10;       1706395793.421715;           0;           0;          20;      -1.111;       1.338;      -0.717;       1.881;  2.26348257; -0.39097458;   44031.000
          10;       1706395793.421715;           0;           0;          21;      -1.238;       1.440;      -0.783;       2.054;  2.28093576; -0.39097458;   43519.000
          10;       1706395793.421715;           0;           0;          22;      -1.261;       1.416;      -0.782;       2.051;  2.29838920; -0.39097458;   43135.000
          10;       1706395793.421715;           0;           0;          23;      -1.287;       1.395;      -0.782;       2.053;  2.31584239; -0.39097458;   43391.000
          10;       1706395793.421715;           0;           0;          24;      -1.309;       1.370;      -0.781;       2.049;  2.33329558; -0.39097458;   43391.000
          10;       1706395793.421715;           0;           0;          25;      -1.334;       1.349;      -0.782;       2.052;  2.35074902; -0.39097458;   44159.000
          10;       1706395793.421715;           0;           0;          26;      -1.356;       1.324;      -0.781;       2.050;  2.36820221; -0.39097458;   43903.000
          10;       1706395793.421715;           0;           0;          27;      -1.376;       1.298;      -0.780;       2.046;  2.38565564; -0.39097458;   43903.000
          10;       1706395793.421715;           0;           0;          28;      -1.401;       1.275;      -0.781;       2.049;  2.40310884; -0.39097458;   44031.000
          10;       1706395793.421715;           0;           0;          29;      -1.419;       1.248;      -0.779;       2.044;  2.42056227; -0.39097458;   43775.000
          10;       1706395793.421715;           0;           1;           0;       0.000;       0.000;       0.000;       0.000;  1.91441667; -0.39097458;       0.000
          10;       1706395793.421715;           0;           1;           1;       0.000;       0.000;       0.000;       0.000;  1.93186998; -0.39097458;       0.000
          10;       1706395793.421715;           0;           1;           2;       0.000;       0.000;       0.000;       0.000;  1.94932330; -0.39097458;       0.000
          10;       1706395793.421715;           0;           1;           3;       0.000;       0.000;       0.000;       0.000;  1.96677649; -0.39097458;       0.000
          10;       1706395793.421715;           0;           1;           4;       0.000;       0.000;       0.000;       0.000;  1.98422980; -0.39097458;       0.000
          10;       1706395793.421715;           0;           1;           5;       0.000;       0.000;       0.000;       0.000;  2.00168324; -0.39097458;       0.000
          10;       1706395793.421715;           0;           1;           6;       0.000;       0.000;       0.000;       0.000;  2.01913643; -0.39097458;       0.000
          10;       1706395793.421715;           0;           1;           7;       0.000;       0.000;       0.000;       0.000;  2.03658962; -0.39097458;       0.000
          10;       1706395793.421715;           0;           1;           8;       0.000;       0.000;       0.000;       0.000;  2.05404305; -0.39097458;       0.000
          10;       1706395793.421715;           0;           1;           9;       0.000;       0.000;       0.000;       0.000;  2.07149625; -0.39097458;       0.000
          10;       1706395793.421715;           0;           1;          10;       0.000;       0.000;       0.000;       0.000;  2.08894968; -0.39097458;       0.000
          10;       1706395793.421715;           0;           1;          11;       0.000;       0.000;       0.000;       0.000;  2.10640287; -0.39097458;       0.000
          10;       1706395793.421715;           0;           1;          12;       0.000;       0.000;       0.000;       0.000;  2.12385607; -0.39097458;       0.000
          10;       1706395793.421715;           0;           1;          13;       0.000;       0.000;       0.000;       0.000;  2.14130950; -0.39097458;       0.000
          10;       1706395793.421715;           0;           1;          14;       0.000;       0.000;       0.000;       0.000;  2.15876269; -0.39097458;       0.000
